incidente,data_andamento,decisao,agravo,orgao_julgador,novo_cpc,adc,adi,adpf,re,sumula,assunto,segmento,instancia,area,paradigma,efeito_vinculante,data_autuacao
5382432,2018-09-12,procedente,não,Rosa Weber,CPC/2015,não,não,não,não,não,PROCESSUAL CIVIL E DO TRABALHO,trabalho,superior,DIREITO PROCESSUAL CIVIL E DO TRABALHO,inter_partes,nao_vinculante,2018-03-27
5382932,2018-08-17,procedente,não,Gilmar Mendes,CPC/2015,não,não,não,não,não,DIREITO DO ESTADO,estadual,segunda,DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO,inter_partes,nao_vinculante,2018-03-27
5382933,2018-05-03,procedente,não,Gilmar Mendes,CPC/2015,não,não,não,não,não,PENAL E PROCESSO PENAL,estadual,primeira,DIREITO PROCESSUAL PENAL,inter_partes,nao_vinculante,2018-03-27
5385088,2018-08-17,procedente,não,Luiz Fux,CPC/2015,não,não,não,não,sim,TRABALHO E PREVIDENCIÁRIO,trabalho,segunda,DIREITO DO TRABALHO,sumula,vinculante,2018-04-02
5437313,2018-08-17,procedente,não,Luiz Fux,CPC/2015,não,não,não,não,sim,TRABALHO E PREVIDENCIÁRIO,trabalho,segunda,DIREITO DO TRABALHO,sumula,vinculante,2018-04-13
5437784,2018-09-04,procedente,não,Dias Toffoli,CPC/2015,não,não,não,não,não,PROCESSUAL CIVIL E DO TRABALHO,trabalho,segunda,DIREITO PROCESSUAL CIVIL E DO TRABALHO,inter_partes,nao_vinculante,2018-04-14
5438231,2018-09-05,procedente,não,Dias Toffoli,CPC/2015,não,sim,não,sim,não,PROCESSUAL CIVIL E DO TRABALHO,estadual,primeira,DIREITO PROCESSUAL CIVIL E DO TRABALHO,controle_concentrado,vinculante,2018-04-16
5439145,2018-04-27,procedente,não,Alexandre de Moraes,CPC/2015,não,não,não,não,não,TRABALHO E PREVIDENCIÁRIO,trabalho,segunda,DIREITO DO TRABALHO,inter_partes,nao_vinculante,2018-04-17
5439391,2018-08-14,procedente,não,Dias Toffoli,CPC/2015,não,não,não,não,não,PROCESSUAL CIVIL E DO TRABALHO,trabalho,segunda,DIREITO PROCESSUAL CIVIL E DO TRABALHO,inter_partes,nao_vinculante,2018-04-17
5439703,2018-04-27,procedente,não,Alexandre de Moraes,CPC/2015,não,não,não,não,não,TRABALHO E PREVIDENCIÁRIO,trabalho,segunda,DIREITO DO TRABALHO,inter_partes,nao_vinculante,2018-04-17
5440951,2018-09-17,procedente,não,Dias Toffoli,CPC/2015,não,sim,não,não,não,PROCESSUAL CIVIL E DO TRABALHO,trabalho,primeira,DIREITO PROCESSUAL CIVIL E DO TRABALHO,controle_concentrado,vinculante,2018-04-18
5441894,2018-10-08,procedente,não,Colegiada,CPC/2015,não,sim,não,não,sim,PENAL E PROCESSO PENAL,estadual,primeira,DIREITO PENAL,controle_concentrado,vinculante,2018-04-19
5442124,2018-04-30,procedente,não,Alexandre de Moraes,CPC/2015,não,não,não,não,não,TRABALHO E PREVIDENCIÁRIO,trabalho,segunda,DIREITO DO TRABALHO,inter_partes,nao_vinculante,2018-04-19
5443189,2018-08-01,procedente,não,Luís Roberto Barroso,CPC/2015,não,não,não,não,não,TRABALHO E PREVIDENCIÁRIO,trabalho,segunda,DIREITO DO TRABALHO,inter_partes,nao_vinculante,2018-04-20
5443723,2018-08-17,procedente,não,Luiz Fux,CPC/2015,não,não,não,não,sim,TRABALHO E PREVIDENCIÁRIO,trabalho,segunda,DIREITO DO TRABALHO,sumula,vinculante,2018-04-23
5445069,2018-04-27,procedente,não,Alexandre de Moraes,CPC/2015,não,não,não,não,não,DIREITO DO ESTADO,trabalho,superior,DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO,inter_partes,nao_vinculante,2018-04-24
5445074,2018-08-13,procedente,não,Gilmar Mendes,CPC/2015,não,não,não,não,não,DIREITO DO ESTADO,trabalho,segunda,DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO,inter_partes,nao_vinculante,2018-04-24
5445250,2018-08-17,procedente,não,Luiz Fux,CPC/2015,não,não,não,não,sim,TRABALHO E PREVIDENCIÁRIO,trabalho,segunda,DIREITO DO TRABALHO,sumula,vinculante,2018-04-24
5445755,2018-05-08,procedente,não,Alexandre de Moraes,CPC/2015,não,sim,não,não,não,PROCESSUAL CIVIL E DO TRABALHO,trabalho,primeira,DIREITO PROCESSUAL CIVIL E DO TRABALHO,controle_concentrado,vinculante,2018-04-25
5445756,2018-05-08,procedente,não,Alexandre de Moraes,CPC/2015,não,sim,não,não,não,PROCESSUAL CIVIL E DO TRABALHO,trabalho,primeira,DIREITO PROCESSUAL CIVIL E DO TRABALHO,controle_concentrado,vinculante,2018-04-25
5445954,2018-09-05,procedente,não,Edson Fachin,CPC/2015,não,não,não,não,sim,TRABALHO E PREVIDENCIÁRIO,trabalho,segunda,DIREITO DO TRABALHO,sumula,vinculante,2018-04-25
5446090,2018-05-08,procedente,não,Alexandre de Moraes,CPC/2015,não,não,não,não,não,PROCESSUAL CIVIL E DO TRABALHO,trabalho,segunda,DIREITO PROCESSUAL CIVIL E DO TRABALHO,inter_partes,nao_vinculante,2018-04-25
5447169,2018-05-07,procedente,não,Alexandre de Moraes,CPC/2015,não,não,não,sim,não,TRABALHO E PREVIDENCIÁRIO,trabalho,segunda,DIREITO DO TRABALHO,rext,vinculante,2018-04-26
5450216,2018-05-08,procedente,não,Alexandre de Moraes,CPC/2015,não,não,não,não,não,PROCESSUAL CIVIL E DO TRABALHO,trabalho,segunda,DIREITO PROCESSUAL CIVIL E DO TRABALHO,inter_partes,nao_vinculante,2018-05-02
5450513,2018-05-08,procedente,não,Alexandre de Moraes,CPC/2015,não,não,não,não,não,TRABALHO E PREVIDENCIÁRIO,trabalho,segunda,DIREITO DO TRABALHO,inter_partes,nao_vinculante,2018-05-02
5453312,2018-06-01,procedente,não,Alexandre de Moraes,CPC/2015,não,não,não,não,não,PROCESSUAL CIVIL E DO TRABALHO,estadual,segunda,DIREITO PROCESSUAL CIVIL E DO TRABALHO,inter_partes,nao_vinculante,2018-05-07
5453837,2018-06-29,procedente,não,Dias Toffoli,CPC/2015,não,não,não,não,não,PENAL E PROCESSO PENAL,federal,segunda,DIREITO PROCESSUAL PENAL,inter_partes,nao_vinculante,2018-05-07
5457760,2018-05-23,procedente,não,Alexandre de Moraes,CPC/2015,não,não,não,não,não,DIREITO DO ESTADO,federal,segunda,DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO,inter_partes,nao_vinculante,2018-05-10
5459571,2018-05-21,procedente,não,Alexandre de Moraes,CPC/2015,não,não,não,não,não,TRABALHO E PREVIDENCIÁRIO,trabalho,segunda,DIREITO DO TRABALHO,inter_partes,nao_vinculante,2018-05-14
5459927,2018-08-06,procedente,não,Edson Fachin,CPC/2015,não,sim,não,não,não,DIREITO DO ESTADO,estadual,primeira,DIREITO TRIBUTÁRIO,controle_concentrado,vinculante,2018-05-14
5463138,2018-06-01,procedente,não,Alexandre de Moraes,CPC/2015,não,não,não,não,não,DIREITO DO ESTADO,estadual,segunda,DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO,inter_partes,nao_vinculante,2018-05-17
5463138,2018-08-15,procedente,não,Alexandre de Moraes,CPC/2015,não,não,não,não,não,DIREITO DO ESTADO,estadual,segunda,DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO,inter_partes,nao_vinculante,2018-05-17
5463622,2018-06-05,procedente,não,Alexandre de Moraes,CPC/2015,não,sim,não,não,não,PROCESSUAL CIVIL E DO TRABALHO,trabalho,primeira,DIREITO PROCESSUAL CIVIL E DO TRABALHO,controle_concentrado,vinculante,2018-05-18
5463631,2018-05-23,procedente,não,Alexandre de Moraes,CPC/2015,não,não,não,sim,não,DIREITO DO ESTADO,federal,segunda,DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO,rext,vinculante,2018-05-18
5463632,2018-05-23,procedente,não,Alexandre de Moraes,CPC/2015,não,não,não,sim,não,DIREITO DO ESTADO,federal,segunda,DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO,rext,vinculante,2018-05-18
5466740,2018-08-17,procedente,não,Luiz Fux,CPC/2015,não,não,não,não,sim,DIREITO DO ESTADO,trabalho,segunda,DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO,sumula,vinculante,2018-05-22
5467715,2018-09-12,procedente,não,Gilmar Mendes,CPC/2015,não,não,não,sim,não,DIREITO DO ESTADO,federal,segunda,DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO,rext,vinculante,2018-05-23
5467849,2018-08-21,procedente,não,Edson Fachin,CPC/2015,não,não,não,não,sim,DIREITO DO ESTADO,trabalho,segunda,DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO,sumula,vinculante,2018-05-23
5468806,2018-05-29,procedente,não,Alexandre de Moraes,CPC/2015,não,não,não,sim,não,DIREITO DO ESTADO,federal,segunda,DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO,rext,vinculante,2018-05-24
5471867,2018-08-23,procedente,não,Alexandre de Moraes,CPC/2015,não,sim,não,não,sim,TRABALHO E PREVIDENCIÁRIO,trabalho,primeira,DIREITO DO TRABALHO,controle_concentrado,vinculante,2018-05-29
5486555,2018-10-18,procedente,sim,Gilmar Mendes,CPC/2015,não,não,não,não,não,PENAL E PROCESSO PENAL,federal,primeira,DIREITO PROCESSUAL PENAL,inter_partes,nao_vinculante,2018-06-13
5488319,2018-06-25,procedente,não,Alexandre de Moraes,CPC/2015,não,não,não,não,não,DIREITO DO ESTADO,trabalho,superior,DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO,inter_partes,nao_vinculante,2018-06-14
5489253,2018-09-28,procedente,não,Gilmar Mendes,CPC/2015,não,não,não,sim,não,DIREITO DO ESTADO,federal,segunda,DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO,rext,vinculante,2018-06-15
5489280,2018-08-27,procedente,não,Alexandre de Moraes,CPC/2015,não,não,não,não,não,PENAL E PROCESSO PENAL,estadual,segunda,DIREITO PROCESSUAL PENAL,inter_partes,nao_vinculante,2018-06-15
5490615,2018-06-21,procedente,não,Luiz Fux,CPC/2015,não,não,não,não,não,DIREITO DO ESTADO,trabalho,segunda,DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO,inter_partes,nao_vinculante,2018-06-16
5491088,2018-08-01,procedente,não,Luiz Fux,CPC/2015,não,sim,não,não,não,TRABALHO E PREVIDENCIÁRIO,trabalho,primeira,DIREITO DO TRABALHO,controle_concentrado,vinculante,2018-06-18
5492141,2018-08-16,procedente,não,Edson Fachin,CPC/2015,não,não,não,não,sim,TRABALHO E PREVIDENCIÁRIO,trabalho,segunda,DIREITO DO TRABALHO,sumula,vinculante,2018-06-19
5492273,2018-08-01,procedente,não,Alexandre de Moraes,CPC/2015,não,sim,não,não,sim,PROCESSUAL CIVIL E DO TRABALHO,trabalho,primeira,DIREITO PROCESSUAL CIVIL E DO TRABALHO,controle_concentrado,vinculante,2018-06-19
5492638,2018-08-01,procedente,não,Alexandre de Moraes,CPC/2015,não,não,não,não,não,DIREITO DO ESTADO,federal,primeira,DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO,inter_partes,nao_vinculante,2018-06-19
5494389,2018-09-03,procedente,não,Gilmar Mendes,CPC/2015,não,não,não,não,não,PENAL E PROCESSO PENAL,estadual,segunda,DIREITO PROCESSUAL PENAL,inter_partes,nao_vinculante,2018-06-21
5495235,2018-09-04,procedente,não,Dias Toffoli,CPC/2015,não,não,não,não,não,PROCESSUAL CIVIL E DO TRABALHO,trabalho,segunda,DIREITO PROCESSUAL CIVIL E DO TRABALHO,inter_partes,nao_vinculante,2018-06-22
5495237,2018-08-01,procedente,não,Alexandre de Moraes,CPC/2015,não,não,não,não,não,PROCESSUAL CIVIL E DO TRABALHO,trabalho,segunda,DIREITO PROCESSUAL CIVIL E DO TRABALHO,inter_partes,nao_vinculante,2018-06-22
5495378,2018-08-24,procedente,não,Edson Fachin,CPC/2015,não,não,não,não,sim,TRABALHO E PREVIDENCIÁRIO,trabalho,segunda,DIREITO DO TRABALHO,sumula,vinculante,2018-06-22
5495486,2018-08-17,procedente,não,Edson Fachin,CPC/2015,não,não,não,não,sim,TRABALHO E PREVIDENCIÁRIO,trabalho,segunda,DIREITO DO TRABALHO,sumula,vinculante,2018-06-22
5496152,2018-08-01,procedente,não,Alexandre de Moraes,CPC/2015,não,não,não,não,não,DIREITO DO ESTADO,trabalho,segunda,DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO,inter_partes,nao_vinculante,2018-06-25
5496443,2018-08-01,procedente,não,Luiz Fux,CPC/2015,não,sim,não,não,não,TRABALHO E PREVIDENCIÁRIO,trabalho,segunda,DIREITO DO TRABALHO,controle_concentrado,vinculante,2018-06-25
5499376,2018-08-17,procedente,não,Edson Fachin,CPC/2015,não,não,não,não,sim,PROCESSUAL CIVIL E DO TRABALHO,trabalho,segunda,DIREITO PROCESSUAL CIVIL E DO TRABALHO,sumula,vinculante,2018-06-28
5499378,2018-08-01,procedente,não,Alexandre de Moraes,CPC/2015,não,não,não,não,não,DIREITO DO ESTADO,trabalho,superior,DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO,inter_partes,nao_vinculante,2018-06-28
5499792,2018-08-01,procedente,não,Alexandre de Moraes,CPC/2015,não,não,não,não,não,DIREITO DO ESTADO,trabalho,segunda,DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO,inter_partes,nao_vinculante,2018-06-28
5500399,2018-08-17,procedente,não,Luiz Fux,CPC/2015,não,não,não,não,sim,TRABALHO E PREVIDENCIÁRIO,trabalho,segunda,DIREITO DO TRABALHO,sumula,vinculante,2018-06-29
5500400,2018-08-17,procedente,não,Luiz Fux,CPC/2015,não,não,não,não,sim,TRABALHO E PREVIDENCIÁRIO,trabalho,segunda,DIREITO DO TRABALHO,sumula,vinculante,2018-06-29
5504635,2018-08-06,procedente,não,Alexandre de Moraes,CPC/2015,não,não,não,sim,não,TRABALHO E PREVIDENCIÁRIO,trabalho,segunda,DIREITO DO TRABALHO,rext,vinculante,2018-07-08
5507643,2018-08-17,procedente,não,Luiz Fux,CPC/2015,não,não,não,não,sim,PROCESSUAL CIVIL E DO TRABALHO,trabalho,segunda,DIREITO PROCESSUAL CIVIL E DO TRABALHO,sumula,vinculante,2018-07-17
5507652,2018-08-13,procedente,não,Edson Fachin,CPC/2015,não,não,não,não,sim,TRABALHO E PREVIDENCIÁRIO,trabalho,segunda,DIREITO DO TRABALHO,sumula,vinculante,2018-07-17
5507665,2018-08-17,procedente,não,Luiz Fux,CPC/2015,não,não,não,não,sim,PROCESSUAL CIVIL E DO TRABALHO,trabalho,segunda,DIREITO PROCESSUAL CIVIL E DO TRABALHO,sumula,vinculante,2018-07-17
5508658,2018-09-21,procedente,não,Alexandre de Moraes,CPC/2015,não,sim,não,não,sim,PROCESSUAL CIVIL E DO TRABALHO,trabalho,primeira,DIREITO PROCESSUAL CIVIL E DO TRABALHO,controle_concentrado,vinculante,2018-07-19
5508680,2018-08-06,procedente,não,Alexandre de Moraes,CPC/2015,não,não,não,não,não,TRABALHO E PREVIDENCIÁRIO,trabalho,segunda,DIREITO DO TRABALHO,inter_partes,nao_vinculante,2018-07-19
5508715,2018-09-18,procedente,não,Edson Fachin,CPC/2015,não,não,não,não,não,PROCESSUAL CIVIL E DO TRABALHO,trabalho,segunda,DIREITO PROCESSUAL CIVIL E DO TRABALHO,inter_partes,nao_vinculante,2018-07-19
5508735,2018-09-18,procedente,não,Edson Fachin,CPC/2015,não,não,não,não,não,PROCESSUAL CIVIL E DO TRABALHO,trabalho,segunda,DIREITO PROCESSUAL CIVIL E DO TRABALHO,inter_partes,nao_vinculante,2018-07-19
5510383,2018-08-06,procedente,não,Alexandre de Moraes,CPC/2015,não,não,não,não,não,PROCESSUAL CIVIL E DO TRABALHO,trabalho,segunda,DIREITO PROCESSUAL CIVIL E DO TRABALHO,inter_partes,nao_vinculante,2018-07-24
5510520,2018-09-27,procedente,não,Gilmar Mendes,CPC/2015,não,não,não,não,não,PENAL E PROCESSO PENAL,estadual,primeira,DIREITO PROCESSUAL PENAL,inter_partes,nao_vinculante,2018-07-24
5511690,2018-08-06,procedente,não,Alexandre de Moraes,CPC/2015,não,não,não,não,não,TRABALHO E PREVIDENCIÁRIO,trabalho,superior,DIREITO DO TRABALHO,inter_partes,nao_vinculante,2018-07-26
5512662,2018-08-23,procedente,não,Alexandre de Moraes,CPC/2015,não,sim,não,não,sim,TRABALHO E PREVIDENCIÁRIO,trabalho,primeira,DIREITO DO TRABALHO,controle_concentrado,vinculante,2018-07-30
5512677,2018-08-06,procedente,não,Alexandre de Moraes,CPC/2015,não,não,não,não,não,PROCESSUAL CIVIL E DO TRABALHO,trabalho,segunda,DIREITO PROCESSUAL CIVIL E DO TRABALHO,inter_partes,nao_vinculante,2018-07-30
5512691,2018-08-14,procedente,não,Edson Fachin,CPC/2015,não,não,não,não,sim,TRABALHO E PREVIDENCIÁRIO,trabalho,segunda,DIREITO DO TRABALHO,sumula,vinculante,2018-07-30
5513217,2018-09-05,procedente,não,Alexandre de Moraes,CPC/2015,não,sim,não,não,sim,DIREITO DO ESTADO,trabalho,primeira,DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO,controle_concentrado,vinculante,2018-07-31
5513256,2018-09-24,procedente,não,Alexandre de Moraes,CPC/2015,não,sim,não,não,sim,PROCESSUAL CIVIL E DO TRABALHO,trabalho,primeira,DIREITO PROCESSUAL CIVIL E DO TRABALHO,controle_concentrado,vinculante,2018-07-31
5513350,2018-11-09,procedente,sim,Alexandre de Moraes,CPC/2015,não,não,não,não,sim,PROCESSUAL CIVIL E DO TRABALHO,trabalho,primeira,DIREITO PROCESSUAL CIVIL E DO TRABALHO,sumula,vinculante,2018-07-31
5514182,2018-08-14,procedente,não,Alexandre de Moraes,CPC/2015,não,não,não,sim,não,DIREITO DO ESTADO,federal,segunda,DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO,rext,vinculante,2018-08-01
5516376,2018-08-14,procedente,não,Alexandre de Moraes,CPC/2015,não,não,não,não,não,DIREITO DO ESTADO,estadual,segunda,DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO,inter_partes,nao_vinculante,2018-08-06
5516637,2018-08-14,procedente,não,Edson Fachin,CPC/2015,não,não,não,não,sim,PROCESSUAL CIVIL E DO TRABALHO,trabalho,segunda,DIREITO PROCESSUAL CIVIL E DO TRABALHO,sumula,vinculante,2018-08-06
5516682,2018-08-14,procedente,não,Alexandre de Moraes,CPC/2015,não,não,não,não,não,PROCESSUAL CIVIL E DO TRABALHO,trabalho,segunda,DIREITO PROCESSUAL CIVIL E DO TRABALHO,inter_partes,nao_vinculante,2018-08-06
5516837,2018-08-23,procedente,não,Edson Fachin,CPC/2015,não,não,não,não,sim,TRABALHO E PREVIDENCIÁRIO,trabalho,segunda,DIREITO DO TRABALHO,sumula,vinculante,2018-08-06
5516839,2018-08-17,procedente,não,Luiz Fux,CPC/2015,não,não,não,não,sim,PROCESSUAL CIVIL E DO TRABALHO,trabalho,segunda,DIREITO PROCESSUAL CIVIL E DO TRABALHO,sumula,vinculante,2018-08-06
5517082,2018-08-16,procedente,não,Edson Fachin,CPC/2015,não,não,não,não,sim,PROCESSUAL CIVIL E DO TRABALHO,trabalho,segunda,DIREITO PROCESSUAL CIVIL E DO TRABALHO,sumula,vinculante,2018-08-06
5520972,2018-08-23,procedente,não,Alexandre de Moraes,CPC/2015,não,não,não,sim,não,PROCESSUAL CIVIL E DO TRABALHO,federal,segunda,DIREITO PROCESSUAL CIVIL E DO TRABALHO,rext,vinculante,2018-08-10
5522122,2018-09-05,procedente,não,Edson Fachin,CPC/2015,não,não,não,não,não,TRABALHO E PREVIDENCIÁRIO,trabalho,primeira,DIREITO DO TRABALHO,inter_partes,nao_vinculante,2018-08-13
5524239,2018-08-23,procedente,não,Edson Fachin,CPC/2015,não,não,não,não,sim,TRABALHO E PREVIDENCIÁRIO,trabalho,segunda,DIREITO DO TRABALHO,sumula,vinculante,2018-08-15
5525106,2018-09-03,procedente,não,Edson Fachin,CPC/2015,não,não,não,sim,não,DIREITO DO ESTADO,federal,segunda,DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO,rext,vinculante,2018-08-16
5526115,2018-08-23,procedente,não,Alexandre de Moraes,CPC/2015,não,não,não,não,não,DIREITO DO ESTADO,federal,primeira,DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO,inter_partes,nao_vinculante,2018-08-17
5526422,2018-09-14,procedente,não,Edson Fachin,CPC/2015,não,não,não,não,não,PROCESSUAL CIVIL E DO TRABALHO,trabalho,segunda,DIREITO PROCESSUAL CIVIL E DO TRABALHO,inter_partes,nao_vinculante,2018-08-17
5527128,2018-08-27,procedente,não,Alexandre de Moraes,CPC/2015,não,não,não,não,não,PROCESSUAL CIVIL E DO TRABALHO,trabalho,segunda,DIREITO PROCESSUAL CIVIL E DO TRABALHO,inter_partes,nao_vinculante,2018-08-20
5527269,2018-08-23,procedente,não,Luiz Fux,CPC/2015,não,não,não,não,sim,TRABALHO E PREVIDENCIÁRIO,trabalho,segunda,DIREITO DO TRABALHO,sumula,vinculante,2018-08-20
5527311,2018-08-23,procedente,não,Luiz Fux,CPC/2015,não,não,não,não,sim,TRABALHO E PREVIDENCIÁRIO,trabalho,segunda,DIREITO DO TRABALHO,sumula,vinculante,2018-08-20
5527407,2018-08-27,procedente,não,Alexandre de Moraes,CPC/2015,não,não,não,não,não,DIREITO DO ESTADO,federal,primeira,DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO,inter_partes,nao_vinculante,2018-08-20
5527545,2018-09-11,procedente,não,Edson Fachin,CPC/2015,não,não,não,sim,não,DIREITO DO ESTADO,estadual,segunda,DIREITO TRIBUTÁRIO,rext,vinculante,2018-08-20
5528588,2018-08-27,procedente,não,Alexandre de Moraes,CPC/2015,não,não,não,não,não,DIREITO DO ESTADO,federal,primeira,DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO,inter_partes,nao_vinculante,2018-08-21
5530464,2018-09-05,procedente,não,Edson Fachin,CPC/2015,não,não,não,não,não,TRABALHO E PREVIDENCIÁRIO,trabalho,primeira,DIREITO DO TRABALHO,inter_partes,nao_vinculante,2018-08-23
5530465,2018-08-27,procedente,não,Alexandre de Moraes,CPC/2015,não,não,não,não,não,TRABALHO E PREVIDENCIÁRIO,trabalho,segunda,DIREITO DO TRABALHO,inter_partes,nao_vinculante,2018-08-23
5530468,2018-08-29,procedente,não,Alexandre de Moraes,CPC/2015,não,não,não,não,não,PROCESSUAL CIVIL E DO TRABALHO,trabalho,segunda,DIREITO PROCESSUAL CIVIL E DO TRABALHO,inter_partes,nao_vinculante,2018-08-23
5531877,2018-09-27,procedente,não,Gilmar Mendes,CPC/2015,não,não,não,não,não,PENAL E PROCESSO PENAL,estadual,primeira,DIREITO PROCESSUAL PENAL,inter_partes,nao_vinculante,2018-08-24
5532928,2018-09-11,procedente,não,Edson Fachin,CPC/2015,não,não,não,não,não,TRABALHO E PREVIDENCIÁRIO,trabalho,primeira,DIREITO DO TRABALHO,inter_partes,nao_vinculante,2018-08-27
5533203,2018-10-16,procedente,não,Alexandre de Moraes,CPC/2015,não,não,não,não,não,PENAL E PROCESSO PENAL,estadual,primeira,DIREITO PENAL,inter_partes,nao_vinculante,2018-08-27
5538393,2018-09-21,procedente,não,Edson Fachin,CPC/2015,não,não,não,não,não,PROCESSUAL CIVIL E DO TRABALHO,trabalho,segunda,DIREITO PROCESSUAL CIVIL E DO TRABALHO,inter_partes,nao_vinculante,2018-09-03
5538532,2018-09-14,procedente,não,Edson Fachin,CPC/2015,não,não,não,não,não,TRABALHO E PREVIDENCIÁRIO,trabalho,segunda,DIREITO DO TRABALHO,inter_partes,nao_vinculante,2018-09-03
5538539,2018-09-14,procedente,não,Edson Fachin,CPC/2015,não,não,não,não,não,TRABALHO E PREVIDENCIÁRIO,trabalho,segunda,DIREITO DO TRABALHO,inter_partes,nao_vinculante,2018-09-03
5540209,2018-10-01,procedente,não,Gilmar Mendes,CPC/2015,não,não,não,não,não,PENAL E PROCESSO PENAL,estadual,primeira,DIREITO PROCESSUAL PENAL,inter_partes,nao_vinculante,2018-09-04
5540609,2018-09-14,procedente,não,Edson Fachin,CPC/2015,não,não,não,não,não,TRABALHO E PREVIDENCIÁRIO,trabalho,segunda,DIREITO DO TRABALHO,inter_partes,nao_vinculante,2018-09-05
5542826,2018-09-18,procedente,não,Alexandre de Moraes,CPC/2015,não,não,não,não,não,TRABALHO E PREVIDENCIÁRIO,trabalho,primeira,DIREITO DO TRABALHO,inter_partes,nao_vinculante,2018-09-10
5543870,2018-09-18,procedente,não,Alexandre de Moraes,CPC/2015,não,não,não,não,não,,federal,segunda,DIREITO DO TRABALHO,inter_partes,nao_vinculante,2018-09-11
5543973,2018-09-18,procedente,não,Alexandre de Moraes,CPC/2015,não,não,não,sim,não,DIREITO DO ESTADO,federal,segunda,DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO,rext,vinculante,2018-09-11
5544033,2018-09-18,procedente,não,Alexandre de Moraes,CPC/2015,não,não,não,sim,não,DIREITO DO ESTADO,federal,segunda,DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO,rext,vinculante,2018-09-11
5545809,2018-09-19,procedente,não,Alexandre de Moraes,CPC/2015,não,sim,não,não,não,PROCESSUAL CIVIL E DO TRABALHO,trabalho,segunda,DIREITO PROCESSUAL CIVIL E DO TRABALHO,controle_concentrado,vinculante,2018-09-13
5546752,2018-10-17,procedente,não,Cármen Lúcia,CPC/2015,não,não,não,não,não,PROCESSUAL CIVIL E DO TRABALHO,trabalho,segunda,DIREITO PROCESSUAL CIVIL E DO TRABALHO,inter_partes,nao_vinculante,2018-09-14
5546768,2018-09-19,procedente,não,Alexandre de Moraes,CPC/2015,não,não,não,não,não,DIREITO DO ESTADO,estadual,segunda,DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO,inter_partes,nao_vinculante,2018-09-14
5547356,2018-09-21,procedente,não,Alexandre de Moraes,CPC/2015,não,não,não,sim,não,DIREITO DO ESTADO,federal,segunda,DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO,rext,vinculante,2018-09-14
5549018,2018-09-21,procedente,não,Alexandre de Moraes,CPC/2015,não,sim,não,não,sim,PROCESSUAL CIVIL E DO TRABALHO,trabalho,segunda,DIREITO PROCESSUAL CIVIL E DO TRABALHO,controle_concentrado,vinculante,2018-09-18
5549018,2018-09-21,procedente,não,Alexandre de Moraes,CPC/2015,não,sim,não,não,sim,PROCESSUAL CIVIL E DO TRABALHO,trabalho,primeira,DIREITO PROCESSUAL CIVIL E DO TRABALHO,controle_concentrado,vinculante,2018-09-18
